Distance,BFS_Time,BFS_Journey_Time
0.0017992911800898,3029.827,157.2174457705919
0.0020155768580537,167.733,150.5953925354473
0.0021464901296224,32.17,101.1688105564501
0.0023460587232205,2013.063,145.27342019922958
0.002666215673666,960.272,191.6388658267069
0.0029511513922489,3000.481,215.33110570461687
0.003049333384284,13872.031,243.55365385295613
0.0030639217868707,150.917,181.31153809628475
0.0037689865485612,1341.732,193.96700086768328
0.0047564912461206,24727.807,264.74606679591693
0.0047871015974373,114.379,91.43639372808268
0.0048233810073812,2960.369,211.54714662647984
0.0051688014493229,2889.878,150.40953808846146
0.0064223964997609,44622.277,335.7326487385221
0.0065394443937392,3.234,86.75407010050863
0.0065718110506203,960.308,167.06981992677242
0.0065920938921159,172.36,110.37265675270284
0.0069001438079143,54426.1,310.55941507666626
0.0072939424970928,29512.707,319.5640905676671
0.0075283834728877,293.903,123.21582661206185
0.0080303114533759,6902.766,216.66864107740855
0.0082444725360341,2524.128,146.18709484040548
0.0084294619042875,0.054,13.071094285994963
0.0086105153991012,1395.775,194.7322803596794
0.008799408489044,12312.782,231.47863498984609
0.0099573287827818,1835.004,210.90149471289777
0.0112091587587552,66.97,108.87467181519104
0.0115367714351019,85574.792,392.0573697696673
0.0119924801629054,910.765,173.26781084869182
0.0123133427594361,36847.873,276.6899975065744
0.0123965993304367,433.786,140.84484244576777
0.0126363655048004,143.59,113.16728772983666
0.0133076310522624,326.695,131.43175598586893
0.0134822936587437,326.767,173.8741371836352
0.0135737057572373,44498.95,313.601451679717
0.0137071049884422,62477.357,329.46744223411173
0.0139088076537611,20808.411,254.74807990344908
0.0140144605232504,24360.969,255.0727878577487
0.0140866763100931,20922.302,240.18227576427435
0.0144577218378639,2.583,74.21518527455
0.0152018984971864,37525.242,307.72089429703635
0.015220410747827,259.696,145.00263367210422
0.01533209487185,41874.528,301.7814631094839
0.0154968044904478,11968.506,240.76736809772115
0.0155551403956978,37764.75,290.49761098139004
0.0162082803284584,2293.169,210.07716417098504
0.0167386746627458,5104.515,227.1872956930119
0.0168695972799659,6.494,68.73435818834292
0.017030017491812,33896.367,278.30754969050474
0.017030017491812,34901.376,278.30754969050474
0.0175714579036008,95.544,99.78327304472624
0.018085846104495,295.158,132.2094466891446
0.0182722525916113,144.402,120.57527529896063
0.0184483356409679,263.661,181.96368503432456
0.0187439392070214,25335.352,324.025459265001
0.0190224773965416,46309.669,276.55180424352034
0.0191608582610646,26340.733,320.5737891927492
0.0197684564442695,19090.996,252.62351971665188
0.0200747487616681,3708.738,174.92368662944256
0.020077943006954,17761.072,293.90599491852794
0.0202049421296273,10435.708,259.1607018312992
0.020352929575873,2799.567,224.42854111339048
0.0209775913137115,15243.368,270.44792914184603
0.0213354643184528,4994.387,223.23552741473787
0.021817133952404,311.742,146.751070121591
0.0218590979669084,111894.107,381.66379471050766
0.0218647863294801,47681.701,300.9821649573816
0.0219626198960799,21942.586,292.5529356974882
0.0221486669153283,10483.879,302.93392651471794
0.0222496993872416,11826.949,239.24013661125065
0.0225545638895624,9857.557,231.9196432920711
0.0227548505004599,1212.304,172.4369492078713
0.0232888030118945,1770.326,164.4368884535769
0.0233443013524875,880.22,140.7142318261452
0.0234303770546718,13775.872,255.14804633818775
0.0234534933412934,33808.782,302.1573016909697
0.0236064576654809,58459.608,321.1151060213802
0.0238839430295192,1510.277,189.0496134480032
0.0239412251239161,97.496,95.32197391233862
0.0241187248838747,5356.646,194.1895511005893
0.0242635035336763,12938.163,285.2711640148009
0.0243566981997222,96134.093,423.742749324694
0.0252723572645108,68300.0,319.64657913517544
0.0252969157541692,1030.618,194.12328381412647
0.0254854514902197,16458.964,251.39346203880675
0.0255249488086904,301.424,119.64207130178212
0.0257518862016975,59056.5,319.7698528731428
0.0264103561180869,17458.351,307.5278252894529
0.0264907536845615,19369.616,263.93516551451137
0.0267579222236422,301.093,126.19324140139972
0.0272833405484811,454.775,129.24871063448705
0.0272844029938286,904.725,190.8937741762484
0.0274569328885313,5046.044,240.42382258225052
0.0279250841114753,157.279,123.19856035776088
0.0280061887427628,888.097,170.80926195037574
0.0283263301869746,51293.272,379.01783695820586
0.0288997776959082,31730.251,314.40566702494755
0.0290438551766942,13726.858,249.4373474425204
0.0293551157543499,34001.235,344.663847427878
0.0293707760514589,1520.756,193.39314337012692
0.0302053260891863,2278.48,202.27649876922567
0.0308581038397036,466.672,150.23898315279382
0.0310466392651486,6689.594,240.88319150156025
0.031051259949656,2292.135,208.83997084042576
0.0316520887902518,39605.97,357.4825196327899
0.0316972627266026,14450.256,287.3958236281162
0.0317150624845645,3203.128,195.215996429802
0.0319082289670248,13856.51,240.5789961297289
0.0321252273880101,1300.255,160.66918841272033
0.0321746619896482,15020.538,287.26470869978647
0.0322732116514377,16721.594,241.70973378927505
0.0324379120419044,262.137,170.41303789213558
0.032881163030306,2763.528,163.18800830846928
0.0329458971977046,16292.738,258.3382487589228
0.0332333264391019,12418.386,297.96442829439394
0.0335125757811376,17765.061,318.9605256592682
0.0336000995119333,2899.276,173.56262559466475
0.0337911210784142,753.704,188.4773519089798
0.0342535750242658,33074.254,323.87950477988215
0.034798560717456,6478.816,262.24289846795637
0.0347992810505267,275.588,146.9398901068567
0.0347992810505267,276.218,146.9398901068567
0.0350888467085432,132.537,186.15957893433543
0.0355192826740404,4971.584,178.33583858948327
0.035743028675303,5459.534,236.88115452065304
0.0357675861509841,649.915,174.57756761639274
0.0366843059742688,7829.702,241.08214688082916
0.0371318225983429,2967.324,179.08510209667918
0.0374416516529336,15023.381,295.98050740809987
0.0376081337326154,93160.061,352.3585638537841
0.0376451453990202,4000.683,197.8930224161419
0.0380581392669356,10445.837,269.19448180381875
0.0380837606101721,574.402,193.47862429107013
0.038180506944395,109312.19,340.98379320510776
0.0382278277698653,22551.712,273.8480000054515
0.0383327631736554,136775.868,376.4390657898012
0.0385195342632002,13895.799,272.2169263868131
0.0386913396947592,161418.543,371.8129880386747
0.039685637983494,5142.139,201.11203818117767
0.040139900789706,13831.423,275.2740259942735
0.0401623017442159,17895.711,295.69409803256576
0.0413735854459812,12324.147,239.65680422684076
0.0428214087416153,142792.347,357.9251096992874
0.0429281448745286,4483.78,284.9603756081589
0.0433379415685274,38056.733,343.36568405625036
0.0436712567993908,57916.844,347.0617856140651
0.0441934725275414,159344.049,353.76186284640994
0.0443346986204181,34922.714,413.4453443479165
0.0447356278373926,2422.822,269.2127073969573
0.0448601272834881,48030.329,355.0542237798802
0.0451223113358256,15957.279,210.4828148784426
0.0451560945985005,31357.06,320.0393796199841
0.0451560945985005,317777.844,320.0393796199841
0.0453417900018776,2294.863,226.2100554994914
0.0453496233492047,4572.847,280.7462143173724
0.045364552330567,8860.299,289.1943767745689
0.0454723489848768,18957.587,249.84503455350173
0.0455470425527839,17811.577,277.79195126526093
0.0456509249359482,31181.731,270.6047690942891
0.0464733800125213,42694.742,322.0843792078272
0.0465637351339258,49094.848,357.3714184911507
0.0467601039882165,11007.343,306.71665599880566
0.0469792357126695,15603.591,309.09009864207235
0.0470087674704136,12180.754,220.0503030046528
0.0479347272603147,14937.534,300.41300373179
0.0480229468441909,21725.243,282.0700396182565
0.0480610095707429,116044.253,347.4508925154088
0.0481666776993808,5800.513,290.75556001711004
0.0483843713681803,66403.54,363.9299246197688
0.0484789973446447,34997.903,284.9876458996627
0.0485430348456937,41551.712,395.1761604983031
0.0487457977863762,62475.613,417.1085004076508
0.0487614699587179,1380.564,201.74541330456535
0.0492865174705776,5742.825,286.79715411221275
0.0493078691258034,53455.836,253.6441307685796
0.0493188969721233,12802.193,228.97899344249515
0.0496070314109473,10593.594,325.1230617802045
0.0500328596305845,8189.504,206.02304229204736
0.0502114287641645,36590.488,296.35317367072105
0.0508037197667422,60013.844,423.3546697092391
0.0517965713332225,78414.422,526.3579864764882
0.0519232274399637,190.096,187.50028334798156
0.0524162665178844,62947.993,351.7724485938825
0.0524884876177636,793.709,262.1925897520311
0.0530619263103884,3504.785,246.32529832657707
0.0537637953297184,5137.58,218.05390213689307
0.0542884817984507,41711.728,301.4487244563863
0.054442169013168,63391.159,316.34861053134034
0.0547285317896287,53406.628,318.9806591406657
0.0551034717006156,91543.056,340.7611439421108
0.0552155277903969,79947.526,340.4062905557312
0.0553396788515408,89981.292,340.9891192798143
0.0555122221448756,5877.882,300.64911590867644
0.0555990217701776,5181.954,258.26450072280346
0.05569684970014,3512.303,280.61914481285623
0.0558302305319814,97843.947,400.21618260641145
0.055892496851235,47883.89,256.2826112994637
0.0563456984536057,61026.374,325.5856760473802
0.0564552660886941,26700.253,376.5570287634554
0.057936904878355,1578.489,257.7704729815227
0.057946495168316,46745.091,324.667350540071
0.0579614487456005,1614.872,276.24864370211134
0.0579660627319225,70176.388,334.251431916122
0.0583861950506017,14342.651,231.3844583137008
0.058550892406628,70485.175,294.5953940446095
0.0590937362636849,15034.26,307.7439910219107
0.0593206968226162,36179.712,354.2926872552569
0.0597920513196852,11076.642,316.4356520219253
0.0599137155937649,273.528,213.0317345474928
0.060355522871594,15127.724,304.73677110771285
0.060870262977542,52368.203,318.7747074421803
0.0610577422369968,60387.594,492.6756660772519
0.0613572763162926,13182.803,291.6030024509802
0.0613697144248408,126396.517,453.3785603449828
0.0613956870860857,12682.832,310.2355126966984
0.062817564417797,7457.791,279.03768531581767
0.0630356203995175,8888.045,301.2669663518963
0.0631341615607785,10709.696,306.4396874537849
0.0634998435524106,87687.7,430.32565280366487
0.0638708794013635,80237.767,354.3188547260605
0.0639434651253166,1291.615,234.74282291516624
0.0645307682062655,77922.388,474.5316937595507
0.0649430551865894,194211.978,444.3862862152668
0.06507325647176,40917.824,381.5781415158381
0.0650999559888202,3531.75,297.1098558751746
0.0651927920406346,30421.996,381.8401173581481
0.06567196453585,8651.795,297.4041266198537
0.0657121641859391,56730.183,351.8513529360336
0.0670031137921592,99993.467,367.2817334648912
0.0690386307368535,74635.487,383.31982485250177
0.0693104120132937,31282.914,410.04957292467986
0.0694000498231028,144225.23,413.0769700098548
0.0695441260753477,15219.182,329.38085753312134
0.0695860961846935,15456.189,319.8920497637178
0.0696387390887672,151285.989,689.5128226795163
0.0702004655006341,24835.4,271.63442243978255
0.0702872572052192,16028.241,329.0477520991117
0.0704612088337154,137955.59,377.8572732087437
0.070597452190519,10554.228,317.82393436530356
0.0706501090697534,2501.892,280.8799911502119
0.0711972226957275,56945.552,377.1787222580462
0.0715287636032401,114510.025,336.85484418139504
0.0715454833746904,18155.314,328.55047076841976
0.0719143684166469,46782.896,388.0289464488176
0.0720150590290493,2502.471,284.4100887856663
0.0721086159196282,3497.227,298.2943085821029
0.0721100356284463,38513.169,359.7894781841774
0.0726784973977236,74413.823,382.7810847515528
0.0728990517199258,26148.628,334.91978329944686
0.0735977095374837,18264.324,361.88346829131063
0.0738186285694518,4607.005,295.0925061454659
0.0741704359267867,54200.819,502.74273163449016
0.0742184557585276,142503.181,454.9787765562069
0.0754300837441065,151636.214,703.1648972654657
0.0757175225305837,137833.241,419.67601153577874
0.0758836601052362,28557.449,335.62326851304636
0.0759387969570481,67204.475,347.5298832001554
0.0763062764750698,6660.028,300.6590243492934
0.0763991003836693,89704.779,420.9142256702115
0.0764987211886743,83955.947,352.7787619261049
0.0765908442993185,29761.078,359.80671875539576
0.0769095983539563,5966.33,292.6746585578271
0.0772418482327907,22007.252,358.27322839424943
0.077436084500836,43735.212,338.0883554652356
0.0781820395909353,149850.598,469.1363407729063
0.0791407613765629,4668.905,308.76070893060654
0.0793862037263246,127282.266,426.944801414291
0.0802581121655353,109261.204,383.9012545153184
0.0821900984529452,137798.797,420.5533545685469
0.0831825887652702,138132.068,664.8553058783679
0.0833828664290698,111659.799,543.7392972922256
0.0840399239952968,11331.381,350.2870091348463
0.084080100302124,210390.494,768.6479230490639
0.0841437888002631,25116.542,403.8852749005298
0.0855467917744883,175861.471,734.5213916636102
0.0858662422149181,162295.502,690.7487666975393
0.0866773318239613,22460.381,371.940345136654
0.0878615539278623,200925.75,698.5447944262826
0.0885790722521405,124106.133,492.6997574654203
0.088906708064141,163394.943,431.8922067764733
0.0897341331477764,170332.696,702.6016593379303
0.0899426057046588,34154.391,381.1971689068498
0.0910208208174333,59544.156,399.9512405073303
0.0912150645270441,69169.301,480.7445449013377
0.0915857355341015,147482.357,415.55125117974455
0.0917266069628667,173974.332,426.9771048764168
0.0917376401198607,75025.248,392.7054113006247
0.0926696608595252,106004.452,408.9423608136925
0.0933007217335144,198492.034,709.0233141142254
0.0939438972168979,122470.995,414.2137412721833
0.0949011688714874,104921.187,578.633285321885
0.0957211273928392,157167.1,485.5169942133804
0.0972248128229555,213629.865,616.2426895627244